partID,age,participant side,trial_num,trial_name,response_29Left_16_right
A120,21,L,10,20_could_should2.jpg,29
A120,21,L,11,80_could_will.jpg,29
A120,21,L,12,80_should_could2.jpg,29
A120,21,L,13,20_will_could2.jpg,16
A120,21,L,14,20_could_can2.jpg,29
A120,21,L,15,20_should_could2.jpg,16
A120,21,L,16,20_could_will2.jpg,29
A120,21,L,17,100_could_should2.jpg,16
A120,21,L,18,100_will_could2.jpg,29
A121,20,R,1,80_could_should2.jpg,29
A121,20,R,2,80_will_could2.jpg,16
A121,20,R,3,80_should_could2.jpg,16
A121,20,R,4,100_could_will2.jpg,16
A121,20,R,5,100_should_could2.jpg,29
A121,20,R,6,80_should_will2.jpg,29
A121,20,R,7,20_could_should2.jpg,29
A121,20,R,8,20_could_can2.jpg,29
A121,20,R,9,100_could_should2.jpg,16
A121,20,R,10,80_will_should2.jpg,16
A121,20,R,11,100_will_should2.jpg,29
A121,20,R,12,20_can_could2.jpg,16
A121,20,R,13,20_could_will2.jpg,29
A121,20,R,14,20_should_could2.jpg,16
A121,20,R,15,20_will_could2.jpg,16
A121,20,R,16,100_will_could2.jpg,29
A121,20,R,17,100_should_will2.jpg,16
A121,20,R,18,80_could_will.jpg,29
