partID,age,participant side,trial_num,trial_name,response_29Left_16_right,
119,5.087671233,R,13,80_will_could2.jpg,16,5
119,5.087671233,R,14,20_will_could2.jpg,16,5
119,5.087671233,R,15,20_could_should2.jpg,16,5
119,5.087671233,R,16,80_could_should2.jpg,16,5
119,5.087671233,R,17,100_should_could2.jpg,16,5
119,5.087671233,R,18,80_should_will2.jpg,16,5
120,5.019178082,L,1,80_will_could2.jpg,29,5
120,5.019178082,L,2,80_should_could2.jpg,29,5
120,5.019178082,L,3,80_will_should2.jpg,29,5
120,5.019178082,L,4,100_should_could2.jpg,29,5
120,5.019178082,L,5,100_will_could2.jpg,29,5
120,5.019178082,L,6,100_should_will2.jpg,16,5
120,5.019178082,L,7,20_should_could2.jpg,29,5
120,5.019178082,L,8,20_could_will2.jpg,16,5
120,5.019178082,L,9,20_could_can2.jpg,16,5
120,5.019178082,L,10,100_will_should2.jpg,29,5
120,5.019178082,L,11,20_will_could2.jpg,29,5
120,5.019178082,L,12,80_could_will.jpg,29,5
120,5.019178082,L,13,100_could_should2.jpg,29,5
120,5.019178082,L,14,20_can_could2.jpg,29,5
120,5.019178082,L,15,80_could_should2.jpg,16,5
120,5.019178082,L,16,100_could_will2.jpg,16,5
120,5.019178082,L,17,80_should_will2.jpg,16,5
120,5.019178082,L,18,20_could_should2.jpg,16,5
121,4.630136986,L,1,80_could_should2.jpg,16,4
121,4.630136986,L,2,80_will_should2.jpg,16,4
121,4.630136986,L,3,80_will_could2.jpg,16,4
121,4.630136986,L,4,100_should_will2.jpg,16,4
121,4.630136986,L,5,100_could_will2.jpg,16,4
121,4.630136986,L,6,20_should_could2.jpg,16,4
121,4.630136986,L,7,20_can_could2.jpg,29,4
121,4.630136986,L,8,80_could_will.jpg,16,4
121,4.630136986,L,9,100_should_could2.jpg,16,4
121,4.630136986,L,10,80_should_will2.jpg,16,4
121,4.630136986,L,11,20_could_should2.jpg,16,4
121,4.630136986,L,12,100_will_could2.jpg,16,4
121,4.630136986,L,13,20_could_can2.jpg,16,4
121,4.630136986,L,14,20_could_will2.jpg,16,4
121,4.630136986,L,15,20_will_could2.jpg,16,4
121,4.630136986,L,16,80_should_could2.jpg,29,4
121,4.630136986,L,17,100_will_should2.jpg,29,4
121,4.630136986,L,18,100_could_should2.jpg,16,4
122,4.865753425,L,1,20_could_can2.jpg,16,4
